id,availablecar,availablemotor,update_time
TPE0192,13,0,Mon Jan 19 01:16:00 CST 2026
TPE0201U01,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0201U02,313,-9,Mon Jan 19 01:16:00 CST 2026
TPE0201U03,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0203,12,-9,Mon Jan 19 01:16:00 CST 2026
TPE0204,6,-9,Mon Jan 19 01:16:00 CST 2026
TPE0206,14,-9,Mon Jan 19 01:16:00 CST 2026
TPE0207,32,-9,Mon Jan 19 01:16:00 CST 2026
TPE0214,251,-9,Mon Jan 19 01:16:00 CST 2026
TPE0215,11,0,Mon Jan 19 01:16:00 CST 2026
TPE0220,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0223,15,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U01,79,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U02,124,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U03,316,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U04,74,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U05,49,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U06,29,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U07,37,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U08,19,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U09,51,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U10,9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U11,5,-9,Mon Jan 19 01:16:00 CST 2026
TPE0228U12,7,-9,Mon Jan 19 01:16:00 CST 2026
TPE0229,82,19,Mon Jan 19 01:16:00 CST 2026
TPE0230,105,208,Mon Jan 19 01:16:00 CST 2026
TPE0231,115,-9,Mon Jan 19 01:16:00 CST 2026
TPE0232,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0233,10,0,Mon Jan 19 01:16:00 CST 2026
TPE0234,20,0,Mon Jan 19 01:16:00 CST 2026
TPE0237,15,-9,Mon Jan 19 01:16:00 CST 2026
TPE0238,68,-9,Mon Jan 19 01:16:00 CST 2026
TPE0239,231,77,Mon Jan 19 01:16:00 CST 2026
TPE0241,31,2,Mon Jan 19 01:16:00 CST 2026
TPE0242,64,-9,Mon Jan 19 01:16:00 CST 2026
TPE0247,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0249,8,-9,Mon Jan 19 01:16:00 CST 2026
TPE0251,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0255,244,376,Mon Jan 19 01:16:00 CST 2026
TPE0256,187,127,Mon Jan 19 01:16:00 CST 2026
TPE0258,5,-9,Mon Jan 19 01:16:00 CST 2026
TPE0259,23,0,Mon Jan 19 01:16:00 CST 2026
TPE0264,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0266,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0267,4,-9,Mon Jan 19 01:16:00 CST 2026
TPE0269,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0270,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0276,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0277,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0278,27,-9,Mon Jan 19 01:16:00 CST 2026
TPE0279,62,-9,Mon Jan 19 01:16:00 CST 2026
TPE0280,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0282,39,-9,Mon Jan 19 01:16:00 CST 2026
TPE0285,31,-9,Mon Jan 19 01:16:00 CST 2026
TPE0287,245,447,Mon Jan 19 01:16:00 CST 2026
TPE0288,19,-9,Mon Jan 19 01:16:00 CST 2026
TPE0299,48,-9,Mon Jan 19 01:16:00 CST 2026
TPE0300,17,-9,Mon Jan 19 01:16:00 CST 2026
TPE0302,51,0,Mon Jan 19 01:16:00 CST 2026
TPE0304,78,-9,Mon Jan 19 01:16:00 CST 2026
TPE0305,45,28,Mon Jan 19 01:16:00 CST 2026
TPE0311,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0313,4,-9,Mon Jan 19 01:16:00 CST 2026
TPE0314,7,-9,Mon Jan 19 01:16:00 CST 2026
TPE0315,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0316,776,0,Mon Jan 19 01:16:00 CST 2026
TPE0318,54,37,Mon Jan 19 01:16:00 CST 2026
TPE0319,39,-9,Mon Jan 19 01:16:00 CST 2026
TPE0320,49,-9,Mon Jan 19 01:16:00 CST 2026
TPE0321,20,-9,Mon Jan 19 01:16:00 CST 2026
TPE0322,10,-9,Mon Jan 19 01:16:00 CST 2026
TPE0324,15,-9,Mon Jan 19 01:16:00 CST 2026
TPE0330,393,-9,Mon Jan 19 01:16:00 CST 2026
TPE0334,262,99,Mon Jan 19 01:16:00 CST 2026
TPE0336,42,-9,Mon Jan 19 01:16:00 CST 2026
TPE0339,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0343,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0348,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0352,30,-9,Mon Jan 19 01:16:00 CST 2026
TPE0353,13,-9,Mon Jan 19 01:16:00 CST 2026
TPE0354,64,0,Mon Jan 19 01:16:00 CST 2026
TPE0355,91,-9,Mon Jan 19 01:16:00 CST 2026
TPE0356,12,0,Mon Jan 19 01:16:00 CST 2026
TPE0357,47,-9,Mon Jan 19 01:16:00 CST 2026
TPE0358,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0359,1,235,Mon Jan 19 01:16:00 CST 2026
TPE0360,29,0,Mon Jan 19 01:16:00 CST 2026
TPE0362,14,-9,Mon Jan 19 01:16:00 CST 2026
TPE0364,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0374,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0375,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0377,82,2,Mon Jan 19 01:16:00 CST 2026
TPE0378U01,71,0,Mon Jan 19 01:16:00 CST 2026
TPE0378U02,45,-9,Mon Jan 19 01:16:00 CST 2026
TPE0378U03,31,-9,Mon Jan 19 01:16:00 CST 2026
TPE0378U04,30,-9,Mon Jan 19 01:16:00 CST 2026
TPE0378U05,28,-9,Mon Jan 19 01:16:00 CST 2026
TPE0378U06,15,-9,Mon Jan 19 01:16:00 CST 2026
TPE0378U07,62,-9,Mon Jan 19 01:16:00 CST 2026
TPE0378U08,141,-9,Mon Jan 19 01:16:00 CST 2026
TPE0378U09,23,-9,Mon Jan 19 01:16:00 CST 2026
TPE0379,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0380,9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0381,8,0,Mon Jan 19 01:16:00 CST 2026
TPE0382,34,0,Mon Jan 19 01:16:00 CST 2026
TPE0383,56,0,Mon Jan 19 01:16:00 CST 2026
TPE0384,17,2,Mon Jan 19 01:16:00 CST 2026
TPE0387,208,164,Mon Jan 19 01:16:00 CST 2026
TPE0395,53,-9,Mon Jan 19 01:16:00 CST 2026
TPE0398,7,-9,Mon Jan 19 01:16:00 CST 2026
TPE0399,253,-9,Mon Jan 19 01:16:00 CST 2026
TPE0401,40,61,Mon Jan 19 01:16:00 CST 2026
TPE0402,77,0,Mon Jan 19 01:16:00 CST 2026
TPE0404,93,68,Mon Jan 19 01:16:00 CST 2026
TPE0405,407,-9,Mon Jan 19 01:16:00 CST 2026
TPE0407,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0409,6,-9,Mon Jan 19 01:16:00 CST 2026
TPE0410,69,36,Mon Jan 19 01:16:00 CST 2026
TPE0413,23,0,Mon Jan 19 01:16:00 CST 2026
TPE0418,8,-9,Mon Jan 19 01:16:00 CST 2026
TPE0421,64,1,Mon Jan 19 01:16:00 CST 2026
TPE0425,62,7,Mon Jan 19 01:16:00 CST 2026
TPE0428,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0435,23,6,Mon Jan 19 01:16:00 CST 2026
TPE0436,109,-9,Mon Jan 19 01:16:00 CST 2026
TPE0438,0,572,Mon Jan 19 01:16:00 CST 2026
TPE0441,48,-9,Mon Jan 19 01:16:00 CST 2026
TPE0444,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0447,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0449,27,48,Mon Jan 19 01:16:00 CST 2026
TPE0450,166,162,Mon Jan 19 01:16:00 CST 2026
TPE0451,7,-9,Mon Jan 19 01:16:00 CST 2026
TPE0456,1,-9,Mon Jan 19 01:16:00 CST 2026
TPE0459,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0463,1037,0,Mon Jan 19 01:16:00 CST 2026
TPE0468,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0476,378,496,Mon Jan 19 01:16:00 CST 2026
TPE0479,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0482,36,-9,Mon Jan 19 01:16:00 CST 2026
TPE0489,72,-9,Mon Jan 19 01:16:00 CST 2026
TPE0493,20,-9,Mon Jan 19 01:16:00 CST 2026
TPE0495,181,20,Mon Jan 19 01:16:00 CST 2026
TPE0497,81,-9,Mon Jan 19 01:16:00 CST 2026
TPE0502,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0505,54,242,Mon Jan 19 01:16:00 CST 2026
TPE0506,6,-9,Mon Jan 19 01:16:00 CST 2026
TPE0508,80,39,Mon Jan 19 01:16:00 CST 2026
TPE0512,-9,50,Mon Jan 19 01:16:00 CST 2026
TPE0513,-9,147,Mon Jan 19 01:16:00 CST 2026
TPE0514,6,-9,Mon Jan 19 01:16:00 CST 2026
TPE0515,11,-9,Mon Jan 19 01:16:00 CST 2026
TPE0527,172,0,Mon Jan 19 01:16:00 CST 2026
TPE0528,7,-9,Mon Jan 19 01:16:00 CST 2026
TPE0529,53,-9,Mon Jan 19 01:16:00 CST 2026
TPE0530,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0534,30,249,Mon Jan 19 01:16:00 CST 2026
TPE0535,60,108,Mon Jan 19 01:16:00 CST 2026
TPE0536,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0537,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0538,10,-9,Mon Jan 19 01:16:00 CST 2026
TPE0539,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0564,14,-9,Mon Jan 19 01:16:00 CST 2026
TPE0567,22,89,Mon Jan 19 01:16:00 CST 2026
TPE0570,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0571,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0575,87,-9,Mon Jan 19 01:16:00 CST 2026
TPE0579,15,-9,Mon Jan 19 01:16:00 CST 2026
TPE0587,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0591,22,-9,Mon Jan 19 01:16:00 CST 2026
TPE0593,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0596,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0598,564,1762,Mon Jan 19 01:16:00 CST 2026
TPE0599,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0601,26,-9,Mon Jan 19 01:16:00 CST 2026
TPE0604,117,0,Mon Jan 19 01:16:00 CST 2026
TPE0606,166,52,Mon Jan 19 01:16:00 CST 2026
TPE0607,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0610,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0613,2,2,Mon Jan 19 01:16:00 CST 2026
TPE0614,146,0,Mon Jan 19 01:16:00 CST 2026
TPE0615,45,3,Mon Jan 19 01:16:00 CST 2026
TPE0616,204,108,Mon Jan 19 01:16:00 CST 2026
TPE0623,128,315,Mon Jan 19 01:16:00 CST 2026
TPE0624,264,-9,Mon Jan 19 01:16:00 CST 2026
TPE0628,40,2,Mon Jan 19 01:16:00 CST 2026
TPE0630,19,-9,Mon Jan 19 01:16:00 CST 2026
TPE0632,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0633,6,-9,Mon Jan 19 01:16:00 CST 2026
TPE0634,83,191,Mon Jan 19 01:16:00 CST 2026
TPE0636,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0638,14,-9,Mon Jan 19 01:16:00 CST 2026
TPE0639,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0644,0,64,Mon Jan 19 01:16:00 CST 2026
TPE0645,276,-9,Mon Jan 19 01:16:00 CST 2026
TPE0650,36,0,Mon Jan 19 01:16:00 CST 2026
TPE0652,71,-9,Mon Jan 19 01:16:00 CST 2026
TPE0654,324,-9,Mon Jan 19 01:16:00 CST 2026
TPE0656,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0659,48,-9,Mon Jan 19 01:16:00 CST 2026
TPE0663,71,-9,Mon Jan 19 01:16:00 CST 2026
TPE0665,2,0,Mon Jan 19 01:16:00 CST 2026
TPE0666,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0668,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0677,120,873,Mon Jan 19 01:16:00 CST 2026
TPE0678,287,0,Mon Jan 19 01:16:00 CST 2026
TPE0680,117,0,Mon Jan 19 01:16:00 CST 2026
TPE0683,0,2,Mon Jan 19 01:16:00 CST 2026
TPE0690,79,91,Mon Jan 19 01:16:00 CST 2026
TPE0691,0,28,Mon Jan 19 01:16:00 CST 2026
TPE0702,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0706,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0707,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0709,102,547,Mon Jan 19 01:16:00 CST 2026
TPE0710,1,-9,Mon Jan 19 01:16:00 CST 2026
TPE0712,118,384,Mon Jan 19 01:16:00 CST 2026
TPE0714,29,-9,Mon Jan 19 01:16:00 CST 2026
TPE0715,16,9,Mon Jan 19 01:16:00 CST 2026
TPE0716,27,24,Mon Jan 19 01:16:00 CST 2026
TPE0717,39,-9,Mon Jan 19 01:16:00 CST 2026
TPE0718,85,-9,Mon Jan 19 01:16:00 CST 2026
TPE0721,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0722,60,1,Mon Jan 19 01:16:00 CST 2026
TPE0723,4,8,Mon Jan 19 01:16:00 CST 2026
TPE0724,0,0,Mon Jan 19 01:16:00 CST 2026
TPE0725,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0726,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0734,14,71,Mon Jan 19 01:16:00 CST 2026
TPE0735,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0739,137,188,Mon Jan 19 01:16:00 CST 2026
TPE0741,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0742,59,0,Mon Jan 19 01:16:00 CST 2026
TPE0752,199,57,Mon Jan 19 01:16:00 CST 2026
TPE0758,121,46,Mon Jan 19 01:16:00 CST 2026
TPE0762,106,-9,Mon Jan 19 01:16:00 CST 2026
TPE0766,487,527,Mon Jan 19 01:16:00 CST 2026
TPE0775,28,13,Mon Jan 19 01:16:00 CST 2026
TPE0776,548,218,Mon Jan 19 01:16:00 CST 2026
TPE0778,15,-9,Mon Jan 19 01:16:00 CST 2026
TPE0783,43,-9,Mon Jan 19 01:16:00 CST 2026
TPE0786,15,-9,Mon Jan 19 01:16:00 CST 2026
TPE0787,32,-9,Mon Jan 19 01:16:00 CST 2026
TPE0792,16,-9,Mon Jan 19 01:16:00 CST 2026
TPE0795,16,0,Mon Jan 19 01:16:00 CST 2026
TPE0799,7,-9,Mon Jan 19 01:16:00 CST 2026
TPE0800,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0801,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0810,12,-9,Mon Jan 19 01:16:00 CST 2026
TPE0816,99,35,Mon Jan 19 01:16:00 CST 2026
TPE0818,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0819,18,-9,Mon Jan 19 01:16:00 CST 2026
TPE0820,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0822,77,-9,Mon Jan 19 01:16:00 CST 2026
TPE0824,93,77,Mon Jan 19 01:16:00 CST 2026
TPE0827,335,176,Mon Jan 19 01:16:00 CST 2026
TPE0828,27,28,Mon Jan 19 01:16:00 CST 2026
TPE0829,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0832,20,-9,Mon Jan 19 01:16:00 CST 2026
TPE0835,46,94,Mon Jan 19 01:16:00 CST 2026
TPE0836,28,-9,Mon Jan 19 01:16:00 CST 2026
TPE0840,17,109,Mon Jan 19 01:16:00 CST 2026
TPE0843,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0844,111,-9,Mon Jan 19 01:16:00 CST 2026
TPE0848,0,41,Mon Jan 19 01:16:00 CST 2026
TPE0849,74,-9,Mon Jan 19 01:16:00 CST 2026
TPE0851,197,-9,Mon Jan 19 01:16:00 CST 2026
TPE0852,41,27,Mon Jan 19 01:16:00 CST 2026
TPE0853,10,0,Mon Jan 19 01:16:00 CST 2026
TPE0856,10,-9,Mon Jan 19 01:16:00 CST 2026
TPE0863,18,-9,Mon Jan 19 01:16:00 CST 2026
TPE0865,919,-9,Mon Jan 19 01:16:00 CST 2026
TPE0872,24,-9,Mon Jan 19 01:16:00 CST 2026
TPE0874,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0876,17,3,Mon Jan 19 01:16:00 CST 2026
TPE0878,20,-9,Mon Jan 19 01:16:00 CST 2026
TPE0880,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0884,119,55,Mon Jan 19 01:16:00 CST 2026
TPE0888,32,15,Mon Jan 19 01:16:00 CST 2026
TPE0890,34,-9,Mon Jan 19 01:16:00 CST 2026
TPE0894,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0896,22,0,Mon Jan 19 01:16:00 CST 2026
TPE0910,399,891,Mon Jan 19 01:16:00 CST 2026
TPE0911,49,-9,Mon Jan 19 01:16:00 CST 2026
TPE0915,9,64,Mon Jan 19 01:16:00 CST 2026
TPE0918,10,-9,Mon Jan 19 01:16:00 CST 2026
TPE0919,186,-9,Mon Jan 19 01:16:00 CST 2026
TPE0922,63,-9,Mon Jan 19 01:16:00 CST 2026
TPE0925,10,-9,Mon Jan 19 01:16:00 CST 2026
TPE0926,34,7,Mon Jan 19 01:16:00 CST 2026
TPE0928,393,296,Mon Jan 19 01:16:00 CST 2026
TPE0930,0,17,Mon Jan 19 01:16:00 CST 2026
TPE0933,0,-9,Mon Jan 19 01:16:00 CST 2026
TPE0935,131,-9,Mon Jan 19 01:16:00 CST 2026
TPE0939,38,-9,Mon Jan 19 01:16:00 CST 2026
TPE0944,30,-9,Mon Jan 19 01:16:00 CST 2026
TPE0952,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0959,818,775,Mon Jan 19 01:16:00 CST 2026
TPE0963,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0965,6,0,Mon Jan 19 01:16:00 CST 2026
TPE0971,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0973,63,0,Mon Jan 19 01:16:00 CST 2026
TPE0975,72,-9,Mon Jan 19 01:16:00 CST 2026
TPE0977,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE0978,0,0,Mon Jan 19 01:16:00 CST 2026
TPE0980,321,-9,Mon Jan 19 01:16:00 CST 2026
TPE0991,196,-9,Mon Jan 19 01:16:00 CST 2026
TPE0992,2,-9,Mon Jan 19 01:16:00 CST 2026
TPE0994,275,-9,Mon Jan 19 01:16:00 CST 2026
TPE0997,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE1003,10,-9,Mon Jan 19 01:16:00 CST 2026
TPE1004,81,-9,Mon Jan 19 01:16:00 CST 2026
TPE1007,31,-9,Mon Jan 19 01:16:00 CST 2026
TPE1011,14,-9,Mon Jan 19 01:16:00 CST 2026
TPE1012,53,437,Mon Jan 19 01:16:00 CST 2026
TPE1014,37,-9,Mon Jan 19 01:16:00 CST 2026
TPE1027,15,46,Mon Jan 19 01:16:00 CST 2026
TPE1032,279,-9,Mon Jan 19 01:16:00 CST 2026
TPE1038,71,-9,Mon Jan 19 01:16:00 CST 2026
TPE1039,66,21,Mon Jan 19 01:16:00 CST 2026
TPE1040,40,-9,Mon Jan 19 01:16:00 CST 2026
TPE1041,16,-9,Mon Jan 19 01:16:00 CST 2026
TPE1042,45,24,Mon Jan 19 01:16:00 CST 2026
TPE1046,131,96,Mon Jan 19 01:16:00 CST 2026
TPE1048,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE1049,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE1050,0,187,Mon Jan 19 01:16:00 CST 2026
TPE1053,77,124,Mon Jan 19 01:16:00 CST 2026
TPE1054,106,0,Mon Jan 19 01:16:00 CST 2026
TPE1055,184,420,Mon Jan 19 01:16:00 CST 2026
TPE1056,-9,-9,Mon Jan 19 01:16:00 CST 2026
TPE1060,16,41,Mon Jan 19 01:16:00 CST 2026
TPE1061,10,-9,Mon Jan 19 01:16:00 CST 2026
TPE1067,13,-9,Mon Jan 19 01:16:00 CST 2026
